$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category
01801C,5A-CAA,Libyan Air Force,Antonov An-74TK-300,A743,Gov,,,,
038F4A,TU-VAJ,Gov of the Ivory Coast,Airbus A320 251NCJSL,A20N,Gov,,,,
03E00A,TR-KPR,Gov of Gabon,Boeing 777,B772,Gov,,,,
04C030,KAF308,Gov of Kenya,Fokker F70-ER,F70,Gov,,,,
07037D,6W-ZEE,Senegalese Air Force,SOCATA TB-30 Epsilon,TB30,Mil,,,,
07037E,6W-ZEF,Senegalese Air Force,SOCATA TB-30 Epsilon,TB30,Mil,,,,
0703FA,6V-SEN,Government of Senegal,Airbus ACJ320-251N,A20N,Gov,,,,
07A001,3DC-SWZ,King Mswati III of Eswatini,McDonnell Douglas DC-9 87,MD87,Gov,,,,
080022,5H-CCM,Government of Tanzania,Fokker F28 3000,F28,Gov,,,,
08401E,TT-ABG,Gov of Chad,Dornier Do 328,J328,Gov,,,,
084F00,TT-ABC,Gov of Chad,McDonnell Douglas MD-87,MD87,Gov,,,,
088005,5V-TAI,Gov of Togo,Fokker F28 1000,F28,Gov,,,,
08CE96,9Q-CLK,Gov of Democratic Republic of Congo,Boeing 707-138B,B701,Gov,,,,
0A404C,7T-VPE,Gov of Algeria,ATR 72-600,AT76,Gov,,,,
0A404D,7T-VPF,Gov of Algeria,ATR 72-600,AT76,Gov,,,,
0AC8FC,FAC5751,Colombian Aerospace Force,Schweizer SA 2-37B,SA37,Mil,,,,
0AC8FD,FAC5754,Colombian Aerospace Force,Schweizer SA 2-37B,SA37,Mil,,,,
0AE03B,MSP007,Costa Rica Police,MD 600N,MD60,Pol,,,,
0AE03C,MSP008,Costa Rica Police,MD 600N,MD60,Pol,,,,
0D031E,XA-MMI,Air One Ambulance,Learjet 25D,LJ25,Civ,,,,
0D0391,XC-HIS,State Gov of Chiapas,Learjet 25D,LJ25,Gov,,,,
0D0897,3931,Mexican Air Force,Cessna Citation I,C501,Mil,,,,
0D0942,FAM-3933,Mexican Air Force,Cessna 501 Citation SP Eagle II,C501,Mil,,,,
0D0943,FAM-3934,Mexican Air Force,Cessna 501 Citation SP Eagle II,C501,Mil,,,,
0D81EC,YV3016,Conviasa,Embraer EMB-190STD,E190,Gov,,,,
141A99,RF-06809,Russian Air Force,Mil Mi-26,MI26,Mil,,,,
14346B,RF-13419,Russian Air Force,Kamov Ka-52,KA52,Mil,,,,
143484,RF-13444,Russian Air Force,Kamov Ka-52,KA52,Mil,,,,
14348A,RF-13450,Russian Air Force,Mil Mi-28 UB,MI28,Mil,,,,
1434B4,RF-13492,Russian Air Force,Mil Mi-28 N,MI28,Mil,,,,
14521D,RF-21021,Tatarstan Police,Kazan Helicopters Ansat-K,ANST,Pol,,,,
1557A0,RA-87968,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov,,,,
1557A4,RA-87972,Russia Special Flight Detachment,Yakovlev Yak-40,YK40,Gov,,,,
155982,RF-88450,Russian Navy,Beriev Be-200ES,BER2,Mil,,,,
155BCF,RA-89039,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov,,,,
155BEA,RA-89066,Russia Special Flight Detachment,Sukhoi Superjet 100-95B,SU95,Gov,,,,
155BEB,RA-89067,Russia Special Flight Detachment,Sukhoi Superjet 100-95LR,SU95,Gov,,,,
156DCA,RF-93642,Russian Air Force,Ilyushin IL-86 VKP,IL86,Mil,,,,
156DCD,RF-93645,Russian Air Force,Ilyushin IL-86 VKP,IL86,Mil,,,,
157591,RF-95633,Russian Air Force,Mil Mi-28 N,MI28,Mil,,,,
3006A0,I-JACK,Barilla,Honda Jet,HDJT,Civ,,,,
32000C,MM62270,Italian Coast Guard,ATR 42-400MP,AT45,Gov,Maritime Patrol,,,
320012,MM62170,Italian Coast Guard,ATR 42-400MP,AT44,Gov,Maritime Patrol,,,
320013,MM62208,Italian Coast Guard,ATR 42-400MP,AT45,Gov,Maritime Patrol,,,
32002E,MM62311,Italian Customs Police,ATR 72-600MPA,AT76,Gov,Maritime Patrol,,,
33FD34,MM55248,Italian Air Force,Aermacchi T-345,M345,Mil,,,,
33FF12,MM55075,Italian Air Force,Aermacchi MB.339 CD,M339,Mil,,,,
33FF19,MM55067,Italian Air Force,Aermacchi MB.339 CD,M339,Mil,,,,
3423D4,EC-JQE,Mercadona SA,Gulfstream G200,GALX,Civ,,,,
34254B,EC-KBC,Christian Ronaldo,Gulfstream G200,GALX,Civ,,,,
343282,EC-KUL,United Nations,ATR 72-500,AT75,Gov,,,,
343359,EC-LBB,Mercadona SA,Gulfstream G200,GALX,Civ,,,,
3821E9,F-BIPJ,Private,Morane-Saulnier MS.505 Criquet,F156,Civ,,,,
383E7A,F-WWOW,Airbus SE,Airbus A380-841,A388,Civ,,,,
38CE9B,F-AZZK,Flying Heritage Collection,Yakovlev Yak-3 UPW,YK3,Civ,,,,
390EFB,F-PDHZ,Private,Hubertus Verhees Delta 2B,ZZZZ,Civ,,,,
393EF1,F-GPXR,Pixair Survey SAS,Swearingen Merlin,SW3,Civ,,,,
394906,F-GSIG,Aero Photo Europe Investigation,Beech U-21A Ute,U21,Civ,,,,
39646A,F-GZDK,French Air Force,Cerva CE.43 Guepard,CE43,Mil,,,,
3982A5,F-HAVF,Aviation Defence Service,BAE Jetstream 41,JS41,Civ,,,,
39D522,F-HVJC,French Air Force,S.A.N. Jodel D.140R Abeille,D140,Mil,,,,
3B7561,F-UGEX,French Air Force,Dassault Mirage 2000D,MIR2,Mil,,,,
3B75DE,601,French Air Force,Dassault Mirage 2000D,MIR2,Mil,,,,
3B7F72,F-ZAFT,DGA Essais en Vol,Fokker F100,F100,Gov,,,,
3B7F76,301,French Air Force,Dassault Rafale B,RFAL,Gov,,,,
3B7F78,676,French Air Force,Dassault Mirage 2000D,MIR2,Mil,,,,
3C1230,D-AVXB,Airbus SE,Airbus A321-251NSL,A21N,Civ,,,,
3C78AF,D-ANEO,Alexander Abramov,Airbus A319-153NSL,A19N,Civ,,,,
3C8481,D-BADA,Aero-Dienst,Dornier Do 328JET,J328,Civ,,,,
3C8483,D-BADC,Aero-Dienst,Dornier Do 328JET,J328,Civ,,,,
3C94B2,D-BEER,Air Hamburg,Embraer Legacy 500,E550,Civ,,,,
3C992C,D-BFIL,Atlas Spare Parts,Embraer Legacy 450,E545,Civ,,,,
3CBE73,D-BOSS,Air Hamburg,Embraer Praetor 600,E550,Civ,,,,
3D05CC,D-EALG,Private,Lake Buccaneer LA-4-200,LA4,Civ,,,,
3D069D,D-EATH,Private Owner,Piper PA-28 Cherokee,P28A,Civ,,,,
3D0B74,D-ECOY,Private,FWP P.149 D,P149,Civ,,,,
3D0FB6,D-EEEW,Private,Gyroflug Speed Canard SC-01B,SC01,Civ,,,,
3D0FB7,D-EEEX,Private,Gyroflug Speed Canard SC-01B,SC01,Civ,,,,
3D1060,D-EELK,Private,Focke-Wulf Stieglitz FW 44J,FW44,Civ,,,,
3D107C,D-EEMM,Private,Christen Eagle II,EAGL,Civ,,,,
3D16A0,D-EGUY,Private,Gyroflug Speed Canard SC-01B,SC01,Civ,,,,
3D1868,D-EHMM,Private,Great Lakes Sport Trainer 2T-1A-2,G2T1,Civ,,,,
3D1DC0,D-EJNC,Private,Extra EA230,E230,Civ,,,,
3D1EC2,D-EJXA,Private,Xtremeair Sbach XA-42,XA42,Civ,,,,
3D2533,D-EMIL,Private,Focke-Wulf Stieglitz FW 44J,FW44,Civ,,,,
3D2A4E,D-EOGS,Private,Sukhoi Su-29,SU29,Civ,,,,
3D2C78,D-EPCA,Private,Yakovlev Yak-18T,Y18T,Civ,,,,
3D2EFF,D-EQAX,Private,Focke-Wulf Stieglitz FW 44J,FW44,Civ,,,,
3D3131,D-EQWN,Private,Mudry CAP-10 B,CP10,Civ,,,,
3D31CB,D-ERCL,Private,Steen Skybolt,BOLT,Civ,,,,
3D35CD,D-ESPX,Private,Great Lakes Sport Trainer 2T-1A-2,G2T1,Civ,,,,
3D435A,D-EXTI,Private,Xtremeair Sbach XA-41,XA41,Civ,,,,
3D4365,EC-KFV,Private,Extra EA-200,E200,Civ,,,,
3D4545,D-EYMF,Private,WACO YMF-5C,WACF,Civ,,,,
3D5C89,D-FHHH,Private,Grob G-520 T Egrett,EGRT,Civ,,,,
3D7656,D-FRBI,Private,EKW C-3603,C365,Civ,,,,
3D88BA,D-FYAK,Private,Let Yak-11 C-11,YK11,Civ,,,,
3D8EBA,D-GAHM,AHM Airborne Mapping,Tecnam P.2006T,P06T,Civ,,,,
3D9963,D-GEIL,Private,Piper PA-34-220T Seneca V,PA34,Civ,,,,
3E180A,D-IAHM,AHM Airborne Mapping,Tecnam P2012 Traveller,P212,Civ,,,,
3E1A8A,D-IBGC,Geocart,Piper PA-31T2 Cheyenne,PAY2,Civ,,,,
3E3238,D-IKFG,Private,De Havilland DH-89A Dragon Rapide,DH89,Civ,,,,
3E46E5,D-ISAV,Aerodata AG,Cessna 402B,C402,Civ,,,,
3E4712,D-ISCO,Private,Dornier Do 28 G-92 Skyservant,D28T,Civ,,,,
3E477E,D-ISGS,SVEGE Flight Inspection,AP68TP-600 Viator,VTOR,Civ,,,,
3E4AEB,D-ITOL,AVT Airborne Sensing,Cessna T303 Crusader,C303,Civ,,,,
3E854F,10+03,German Air Force,Airbus A350-941,A359,Gov,,,,
3EA12C,10+01,German Air Force,Airbus A350-941,A359,Gov,,,,
3EC25F,D-KOOL,Private,Schleicher ASH 25,AS25,Civ,,,,
3F5407,15+10,German Air Force,Airbus A321-251NX,A21N,Mil,,,,
3F59F3,15+11,German Air Force,Airbus A321-251NX,A21N,Mil,,,,
3F5D91,10+02,German Air Force,Airbus A350-941,A359,Gov,,,,
3FF248,D-MWHE,Private,Murphy Renegade Spirit,RENE,Civ,,,,
400066,VP-CAA,Fiore Aviation,McDonnell Douglas DC-9 87,MD87,Civ,,,,
4005A9,G-ETPK,Empire Test Pilots School,Avro 146-RJ70,RJ70,Civ,,,,
40081A,G-LUXE,Meteorological Research Flight,BAe 146-301,B463,Civ,,,,
400871,G-EPTL,Empire Test Pilots School,Avro 146-RJ70,RJ70,Civ,,,,
4008BA,G-OFOM,Formula One Management,BAe 146 100,B461,Civ,,,,
400910,10669,Philippine Air Force,Fokker F27 500,F27,Mil,,,,
400C04,G-KENZ,Private,Rutan VariEze,VEZE,Civ,,,,
400CAC,G-NOSE,RVL Aviation Ltd,Cessna C402,C402,Civ,,,,
400CAD,G-MIND,RVL Aviation Ltd,Cessna 404 Titan,C404,Civ,,,,
400D26,G-BWSG,Private,BAC Jet Provost T5,JPRO,Civ,,,,
400D37,G-NFLA,Cranfield University,BAe-3102 Jetstream 31,JS31,Civ,,,,
400DE5,G-HIJK,Met Office,Cessna 421 Golden Eagle,C421,Gov,,,,
401003,G-LGEZ,Private,Rutan Long-EZ,LGEZ,Civ,,,,
40100E,G-VANC,Skydive Ireland,GA-8 Airvan,GA8,Civ,,,,
40105F,G-BJED,Draken Intl,Britten-Norman Islander BN-2T,BN2T,Civ,ISR,,,
401073,G-AERV,Private,Miles Whitney Straight M.11A,WHIT,Civ,,,,
4010AF,G-BWLF,RVL Aviation Ltd,Cessna 404 Titan,C404,Civ,,,,
40118A,G-TWSR,Private,Silence Aircraft Twister,TWST,Civ,,,,
401200,G-ABLS,Private,De Havilland DH-80A Puss Moth,DH80,Civ,,,,
401287,G-AJWB,Private,Miles Messenger 2A,MESS,Civ,,,,
4012D9,G-VAND,Skydive Ireland,GA-8 Airvan,GA8,Civ,,,,
4013E2,G-AFZL,Private,Porterfield CP-50,CP65,Civ,,,,
4013F9,G-AGYY,Private,Ryan Recruit ST3-KR,PT22,Civ,,,,
4013FE,G-AHAU,Private,Auster J/1 Autocrat,J1,Civ,,,,
401405,G-AHHH,Private,Auster J/1N Alpha,J1,Civ,,,,
401416,G-AIBW,Private,Auster J/1N Alpha,J1,Civ,,,,
401419,G-AIDL,Cirrus Aviation,De Havilland DH-89A Dragon Rapide,DH89,Civ,,,,
40142B,G-AIYR,Classic Wings,De Havilland DH-89A Dragon Rapide,DH89,Civ,,,,
40144E,G-AKHP,Private,Miles Gemini 1A,GEMI,Civ,,,,
401460,G-ALBK,Private,Taylorcraft Auster V,AUS5,Civ,,,,
401480,G-AMZT,Private,Auster J/5F Aiglet Trainer,AIGT,Civ,,,,
401491,G-ANHX,Private,Auster AOP.5,AUS6,Civ,,,,
4015BB,G-ASFX,Private,Druine Turbulent D.31,D31,Civ,,,,
4015F4,G-ASTG,Private,Nord 1002 Pingouin II,ME08,Civ,,,,
401785,G-AWEX,RVL Aviation Ltd,Piper PA-28 Cherokee,P28A,Civ,,,,
4017C1,G-AWPZ,Private,Andreasson BA-4B,ZZZZ,Civ,,,,
401A4E,G-AAZP,Private,De Havilland DH-80A Puss Moth,DH80,Civ,,,,
401A5E,G-ACMA,Private,De Havilland DH-85 Leopard Moth,DH85,Civ,,,,
401A61,G-ACSS,Shuttleworth Collection,De Havilland DH-88 Comet,DH89,Civ,,,,
401A63,G-ACUS,Private,De Havilland DH-85 Leopard Moth,DH85,Civ,,,,
401A6B,G-ADKC,Private,De Havilland DH-87B Hornet Moth,DH87,Civ,,,,
401A71,G-ADNE,G-ADNE Group,De Havilland DH-87B Hornet Moth,DH87,Civ,,,,
401CF9,G-BFID,Private,Taylor JT-2 Titch,JT2,Civ,,,,
401CFF,G-VROE,Classic Aircraft Trust,Avro Anson C21,ANSN,Civ,,,,
401F83,G-BJAF,Private,Piper L-4A Grasshopper,J3,Civ,,,,
402017,G-BKCV,Private,Amateur Built Acrosport II,ACR2,Civ,,,,
4020C1,G-BLES,Private,Stolp SA.750 Acroduster Too,SA75,Civ,,,,
4020EE,G-BLMN,Private,Rutan Long-Ez,LGEZ,Civ,,,,
40223A,G-LOCH,Private,Piper J-3 C-90 Cub,J3,Civ,,,,
40226D,G-NORD,Private,Nord NC.854,NC85,Civ,,,,
4022B5,G-POPE,Private,Eiri-Avion PIK-20 E,PK20,Civ,,,,
402563,G-WAVE,Private,Grob G 109B,G109,Civ,,,,
4025CB,G-RNHF,Royal Naval Historic Flight,Hawker Sea Fury T20S,FURY,Civ,,,,
4025F2,G-AIGD,Private,Auster J/1N Alpha,J1,Civ,,,,
4025FC,G-AKIU,Classic Aircraft Trust,Percival Proctor 5,PROC,Civ,,,,
402678,G-BMJY,Private,Yakovlev Yak-18A,YK18,Civ,,,,
402701,G-HAIG,Private,Rutan Long-Ez,LGEZ,Civ,,,,
402A39,G-BOBT,Private,Stolp SA.300 Starduster Too,SA30,Civ,,,,
402AA3,G-OYAK,Private,LET Yak-11 C-11,YK11,Civ,,,,
402B2D,G-BOOX,Private,Rutan Long-Ez,LGEZ,Civ,,,,
402ECD,G-BPUR,Private,Piper J-3 L-65 Cub,J3,Civ,,,,
402F0E,G-BRFB,Private,Rutan Long-Ez,LGEZ,Civ,,,,
403085,G-BRWR,Private,Aeronca Chief 11AC,AR11,Civ,,,,
4030B1,G-BRXY,Private,Pietenpol Aircamper,CAMP,Civ,,,,
403147,G-WHRL,Private,Schweizer 269C,H269,Civ,,,,
403180,G-MOUR,Heritage Aircraft Ltd,Folland Gnat T.1,GNAT,Civ,,,,
40331C,G-BSYO,Private,Piper L-4B Grasshopper,J3,Civ,,,,
403347,G-TBAG,Private,Murphy Renegade 912,RENE,Civ,,,,
403348,G-BTAK,Private,Amateur Built Acrosport II,ACR2,Civ,,,,
403510,G-FGID,The Fighter Collection,Goodyear FG-1D Corsair,CORS,Civ,,,,
403563,G-BUCH,Private,Stinson Reliant V-77,RELI,Civ,,,,
4035D3,G-EXTR,The Global Stars,Extra EA-260,E260,Civ,,,,
40382D,G-BVEZ,Private,Hunting Percival Jet Provost T3A,JPRO,Civ,,,,
403850,G-BVGE,Historic Helicopters,Westland Whirlwind,S55T,Civ,,,,
403A16,G-REDX,Private,Experimental Aviation Berkut,BKUT,Civ,,,,
403A81,G-YELL,Private,Murphy Aircraft Murphy Rebel,RBEL,Civ,,,,
403AF7,G-BWGF,Horizon Flight Training,BAC Jet Provost T5A,JPRO,Civ,,,,
403B1A,G-BWHU,Private,Westland Scout AH.1,SCOU,Civ,,,,
403C67,G-AWHK,Propshop,Hispano Buchon HA-1112 M1L,ME09,Civ,,,,
403D06,G-OHAL,Private,Pietenpol Aircamper,CAMP,Civ,,,,
403E59,G-VALS,Private,Pietenpol Aircamper,CAMP,Civ,,,,
404005,G-BYCT,Private,Aero L-29 Delfin,L29,Civ,,,,
40434F,G-XRAF,Private,Raj Hamsa X-Air 582,XAIR,Civ,,,,
4044A7,G-BZSC,Shuttleworth Collection,Sopwith Camel,CAML,Civ,,,,
4045EB,G-CBEL,Anglia Aircraft Restoration,Hawker Iraqi Fury,FURY,Civ,,,,
4045F0,G-HUPW,Private,Hawker Hurricane,HURI,Civ,,,,
404736,G-HRLI,Private,Hawker Hurricane,HURI,Civ,,,,
404865,G-PBYA,Catalina Aircraft,Catalina Canso,CAT,Civ,,,,
4048D3,G-JEJE,Private,Rotary Air Force RAF 2000 GTX-SE,RAF2,Civ,,,,
40491E,G-STCH,German Air Force,Fieseler Fi 156A-1 Storch,F156,Mil,,,,
404A42,G-EHMF,Private,Isaacs Fury II,IFUR,Civ,,,,
404CE3,G-CDDP,Private,Laser Z-230,LAKR,Civ,,,,
404E15,G-EEKY,Horizon Flight Training,Piper PA-28 Cherokee,P28A,Civ,,,,
404E86,G-HHII,Flyaspitfire.com,Hawker Hurricane IIb (2 Seat),HURI,Civ,,,,
404F4A,G-ZVKO,Private,Zivko Edge 360,EDGE,Civ,,,,
404F87,G-CVII,Private,Rihn DR-107 One Design,RODS,Civ,,,,
405000,G-NUTA,Private,Christen Eagle II,EAGL,Civ,,,,
40510C,G-CEHR,Private,Auster Aircraft Auster AOP9,AUS9,Civ,,,,
405667,G-SBOL,Private,Steen Skybolt 1-A,BOLT,Civ,,,,
405911,G-VANX,Skydive Tilstock,GA-8 Airvan,GA8,Civ,,,,
405C40,G-MUZY,Private,Titan Aircraft Mustang,T51,Civ,,,,
405E74,G-TWSS,Private,Silence Aircraft Twister 2L,TWST,Civ,,,,
405FEA,G-GULZ,Private,Christen Eagle II,EAGL,Civ,,,,
406299,G-TWIS,Private,Silence Aircraft Twister,TWST,Civ,,,,
4062CF,G-APRO,Private,Auster Aircraft Auster 6A Tugmaster,AUS6,Civ,,,,
4063D6,G-CGOI,Private,Stewart S-51D,S51D,Civ,,,,
4063F1,G-ASCH,Private,Beagle A.61 Terrier 2,AUS6,Civ,,,,
406481,G-PMIZ,Private Owner,Pitts Special P-12,PTMS,Civ,,,,
4064A5,G-MRJP,Private,Silence Aircraft Twister,TWST,Civ,,,,
406662,G-EVIL,Private Owner,Xtremeair Sbach XA-41,XA41,Civ,,,,
4066D8,G-FMBS,Private,Pitts Special P-12,PTMS,Civ,,,,
406707,G-FUUN,Private,Silence Aircraft Twister,TWST,Civ,,,,
4067A7,G-DLFN,Hunter Flying Ltd,Aero L-29 Delfin,L29,Civ,,,,
406987,G-ENAA,Private,Supermarine Aircraft Spitfire Mk26,SASP,Civ,,,,
40698B,G-RDNY,Private,RotorSport UK Cavalon,CLON,Civ,,,,
4069C9,G-YAKJ,Private Owner,Yakovlev Yak-18T,Y18T,Civ,,,,
4069E3,G-IIJI,Private,Xtremeair Sbach XA-42,XA42,Civ,,,,
406A20,G-HAHU,Private,Yakovlev Yak-18T,Y18T,Civ,,,,
406A67,G-WCME,Private,General Motors Wildcat FM-2,WCAT,Civ,,,,
406B25,G-YROL,Private,RotorSport UK Cavalon,CLON,Civ,,,,
406B70,G-CIFD,Private,Titan Aircraft Mustang,T51,Civ,,,,
406BE5,G-CIGH,Private,Max Holste Broussard MH 1521M,BROU,Civ,,,,
406C1D,G-DHYS,Private,Titan Aircraft Mustang,T51,Civ,,,,
406C65,G-JWMA,Martin Baker Aircraft,Gloster Meteor T7,METR,Civ,,,,
406C6C,G-CIIK,Private,Yakovlev Yak-55,YK55,Civ,,,,
406D00,G-CIMX,Private,Westland Scout AH.1,SCOU,Civ,,,,
406D43,G-COXI,ABD Networks LLP,Xtremeair Sbach XA-42,XA42,Civ,,,,
406D6D,G-ISAC,Private,Isaacs Spitfire,ISPT,Civ,,,,
406DA8,G-JDOG,BC Arrow Ltd,Cessna O-1E Bird Dog,O1,Civ,,,,
407078,G-FION,Private,Titan Aircraft Mustang,T51,Civ,,,,
4070BE,G-HOUR,Private,Max Holste Broussard MH 1521M,BROU,Civ,,,,
407216,G-AWHC,Private,Hispano Buchon HA-1112 M4L,ME09,Civ,,,,
40727E,G-SSTL,Private,Just Aircraft Super STOL,ZZZZ,Civ,,,,
407315,G-IIIF,Red Bull Matadors,Xtremeair Sbach XA-41,XA41,Civ,,,,
407316,G-IIFI,Red Bull Matadors,Xtremeair Sbach XA-41,XA41,Civ,,,,
407336,G-RHOD,Private,Just Aircraft Super STOL,ZZZZ,Civ,,STOL,,
407349,G-IPII,Private,Steen Skybolt 1-A,BOLT,Civ,,,,
4073EB,G-AWHH,Anglia Aircraft Restorations,Hispano Buchon HA-1112 M1L,ME09,Civ,,,,
4073FF,G-VNAM,O-1 Aviation,Cessna O-1A Bird Dog,O1,Civ,,,,
4075AD,G-WSEX,Historic Helicopters,Westland Wessex HU.5,WESX,Civ,,,,
4076C3,G-CLAZ,Detoney Ltd,RotorSport UK Cavalon,CLON,Civ,,,,
4076E5,G-KELT,Acropolis Aviation,Airbus ACJ320-251N,A20N,Civ,,,,
40774D,G-BJYT,Draken Intl,Britten-Norman Islander BN-2T,BN2T,Civ,ISR,,,
407775,G-SEDC,Private,Fairchild F-24 W,FA24,Civ,,,,
4077B6,G-CLLU,Windracers Ltd,UoS Ultra-UAS,UOSUAV,Civ,,,,
4077CC,G-CLDH,Private,Pietenpol Aircamper,CAMP,Civ,,,,
407855,G-VMSO,Private,RotorSport UK Cavalon,CLON,Civ,,,,
407918,G-TEKV,UK Border Force,Tekever AR5,UAV,Gov,,,,
407928,G-CLJW,Royal Air Force,BAC Jet Provost T5A,JPRO,Mil,,,,
407946,G-CLKH,Private,Pietenpol Aircamper,CAMP,Civ,,,,
407951,G-UASA,Bristow Helicopters,Schiebel Camcopter S-100,ZZZZ,Civ,,,,
4079BE,G-SCHW,Private,Schweizer 269C,H269,Civ,,,,
4079EC,G-NXTE,Electroflight,Electric NXT,NXTE,Civ,,,,
407A3E,G-XATW,UK Government,Airbus A321neo,A21N,Gov,,,,
407AFE,G-WNDR,Windracers Ltd,UoS Ultra-UAS,UOSUAV,Civ,,,,
407B39,G-XCAP,Diana Britten,Mudry CAP-232,CP23,Civ,,,,
407C17,G-BLNU,Draken Intl,Britten-Norman Islander R.1,BN2T,Civ,ISR,,,
407C18,G-BLNT,Draken Intl,Britten Norman Islander BN-2T AL.1,BN2T,Civ,ISR,,,
407C1D,G-GAMB,Private,Game Composites Gamebird GB1,GB1,Civ,,,,
407CA7,G-BLNY,Draken Intl,Britten-Norman Islander R.1,BN2T,Civ,ISR,,,
4176E2,2,Myanmar Air Force,Fokker F70,F70,Mil,,,,
424236,VP-BDB,Dallah Al-Baraka,Boeing 737NG-BBJ3,B739,Civ,,,,
424758,VP-CKK,National Air Services,Boeing 737NG-BBJ,B739,Civ,,,,
42477B,VP-CMA,Brilliant Aviation,Boeing 737-MAX8-BBJ,B38M,Civ,,,,
43BE5B,VP-FBQ,British Antarctic Survey,DHC-7 110,DHC7,Civ,,,,
43C146,ZE700,The Royal Squadron,BAe 146-100 VIP,B461,Gov,,,,
43C147,ZE701,The Royal Squadron,BAe 146-100 VIP,B461,Gov,,,,
43C32D,W5856,Fly Navy Heritage Trust,Fairey Swordfish IV,SWOR,Civ,,,,
43C32E,LS326,Fly Navy Heritage Trust,Fairey Swordfish II,SWOR,Civ,,,,
43C32F,VR930,Fly Navy Heritage Trust,Hawker Sea Fury FB11,FURY,Civ,,,,
43C390,LF363,Battle of Britain Flight,Hawker Hurricane IIc,HURI,Mil,,,,
43C391,PZ865,Battle of Britain Flight,Hawker Hurricane IIc,HURI,Mil,,,,
43C392,PA474,Battle of Britain Flight,Avro Lancaster B1,LANC,Mil,,,,
43C704,ZE707,The Royal Squadron,BAe 146-200 C3,B462,Gov,,,,
43C705,ZE708,The Royal Squadron,BAe 146-200 C3,B462,Gov,,,,
43C87A,Tactical,Royal Air Force,Thales Watchkeeper WK450,UAV,Mil,,,,
43C883,Tactical,Royal Air Force,Thales Watchkeeper WK450,UAV,Mil,,,,
43ED5F,2-FUNN,Private,Piper PA-32 R,PA32,Civ,,,,
4400A7,61442,Venezuelan Air Force,Diamond Aircraft DA40-NG,DA40,Mil,,,,
